gengxin,id,title,zuozhe
02-25,002933,你曾是中国第一艘航空母舰的老板，我们广大股民都感谢你的，永远和你在一起，戴老板，大英雄。,"
财友offgqkge
"
02-25,002933,不留你了,"
财友nnrvbycu
"
02-25,002933,应该肯定的说这个股没有庄家，但凡有庄，在行情这样好的情况下不会走成这样。,"
财友jrizvedr
"
02-25,002933,谢谢猪力，我己成功撤了。,"
况建德
"
02-23,002933,。。业绩超市里预期！年报高送转股可能非常大,"
胥尔风
"
02-22,002933,这股还需要等待一个月把均线调整好才能拉，别急,"
股市崛起
"
02-22,002933,来消息了，十送二转五,"
无人沙漠
"
09-29,002023,"002023具备大黑马的条件,会和000050一样拔出去的,翻一倍问题不大
","
回语激动
"
09-28,002023,"于2014年9月29日-10月1日举办“中国亚欧通用航空发展论坛暨通航业务洽谈会
","
中学生水平
"
03-10,002413,"哈哈哈
","
全假的
"
03-08,002413,002413常发股份农机公司资产注入可期,"
大牙一刀
"
03-08,002413,光洋股份供货比亚迪和特拉斯高端变速箱轴承!,"
香甜橙
"
03-08,002413,"能源的主题炒作,没发现最近一直是各种能源的轮番热炒嘛?太阳光伏,页岩气,石油,电","
刀ota
"
03-07,002413,日线和周线都见底!,"
血白飘雪
"
03-07,002413,今天没有卖的周一赶紧逃命吧!,"
八神郭嘉
"
03-07,002413,"刚才有大单砸下,主力在跑!
","
幸福缺货
"
03-07,002413,"常发一笔大单500万就涨停
","
也是罗尼
"
03-07,002413,"捡到了
","
侠道飞攻
"
03-07,002413,主力昨天的苦肉计!,"
严重经济问题
"
03-06,002413,"常发股份,烂泥扶不上墙,认栽!扯呼
","
三千点徘徊
"
04-17,002413,"本道告诉你们,7.6左右买入差不多。
","
小小仙人球
"
04-17,002413,"主力资金老压盘,有意思吗?累不累!
","
撸有益身心健
"
04-14,002413,"明天将出现最佳的出货点
","
四四八八我都
"
04-14,002413,"知道我是谁吧?
","
鼎元先生
"
04-14,002413,"KDJ已经严重超买!!!
","
不怕死99
"
04-14,002413,"常发吧来了几个疯子,整天在发疯,最好送精神科
","
續冩
"
04-14,002413,"如何扭转常发颓势、止跌反转向上?
","
仙游枪手
"
04-14,002413,"还能行不,下半场怎么拉直不跳了!看来没救了
","
樱雪舞_恋
"
04-14,002413,"我走了,你们继续意淫吧!
","
西湖跑步
"
04-12,002413,"所有地热能股票就只有常发股份还在地下趴着
","
刺激性场面
"
01-28,002933,45.39减了,"
sdwmslrnms
"
01-28,002933,今天有点弱，不该这样呀？高送转概念都涨疯了。,"
blbmfjasmd
"
01-28,002933,想交出筹码的，只能说你们倒在了黎明前，上午尾盘见分晓。,"
财友qlbujloj
"
01-25,002933,尾盘用打单砸下去，争取全天最低点收盘,"
财友qmmfydlh
"
01-24,002933,行情刚刚开始,"
RivaSally
"
01-24,002933,今天成功做个小t明天希望低开就可以杀入了,"
安嘉荣
"
01-24,002933,下午不涨停，,"
蒋静柏
"
01-23,002933,终于反超你大哥天奥了，,"
宋浩丽
"
01-23,002933,美国各种搞事，全球经济下滑。新兴，反倒是收益,"
香寄南
"
01-23,002933,不明白,"
我是财友
"
01-17,002933,哈，发大财了，董事长提议10转7！今晚公布！,"
BetsyLincoln
"
01-15,002933,会否冲击百元大关！,"
财友zmbncoaf
"
03-06,002413,"今天开盘后的大跌应当属于有大资金出逃,开盘1个小时为昨日成交量的一半。
","
月下情祀
"
03-06,002413,"听听“托”怎么说
","
半壁河
"
03-06,002413,"哪个大垃圾在卖?
","
苍狼饮血
"
03-05,002413,"002715连续暴涨,必能带动汽车板块内滞涨(中小盘)股的跟风启动大涨,重点关注板块内
","
灰兔子1999
"
03-05,002413,"公司并购江苏金辉集团公司
","
樱雪舞_恋
"
03-05,002413,"公司并购常发电器
","
K线演义
"
03-05,002413,"佛理
","
小牛诺维茨基
"
03-04,002413,"今天买了5万股8.04明天能涨不
","
作品不错
"
03-04,002413,"2413会涨到什么时候?
","
南下途中
"
04-12,002413,"传闻江苏最大的广告公司南京龙禧广告有限公司借壳常发股份!
","
ys思绪滔滔
"
04-11,002413,"▇600242中昌海运稀缺物流垄断全流通14亿总市值▇60%筹码高度集中
","
晨daozhongya
"
04-11,002413,"股友们春天病菌横行的季节,要多配置点药,防身啊
","
钦方
"
04-11,002413,"下周一低开
","
胡秉静
"
04-09,002413,"常发吧人气兴旺,不是好事
","
拉登的魂
"
04-09,002413,"[传闻求证]常发股份南京龙禧广告有意借壳公司?
","
炅湘情深
"
04-09,002413,"常发都会涨?别叫了,越叫越砸得有劲。。
","
石油大亨阿布
"
04-09,002413,"要跌了,真的,快跑
","
Terminator7
"
04-08,002413,"快跑快跑快跑,要大跌了,快进快进快进,要大涨了
","
知识分子1
"
04-08,002413,"002413不会这样又来一年吧!
","
如来大帅哥
"
04-08,002413,"收在7.94元什么概念?
","
盘磐石
"
04-08,002413,"有点不像话了,常发,没这么压盘的!玩得有点过呀
","
星尘粉末
"
01-15,002933,下午反包，再跌只是在送钱，逆势而为！,"
CliffEugene
"
01-13,002933,股票真的是一卖就涨啊,"
淘粉-努力生
"
12-11,002933,这股好像没有什么人参与进来了，离死股不远了,"
邗溥心
"
12-07,002933,终于补了缺口了。等了好久呀,"
一坐之间
"
11-30,002933,"炒股毁了一个家,好心疼","
九笛韵
"
11-29,002933,和平年代买军工——找死,"
辛清妙
"
11-29,002933,今天肯定大阳,"
财友mtfhtavk
"
03-04,002413,"来个猛点好吗?
","
人称牛兄
"
03-04,002413,"看月线,大胆锁仓
","
心在五月
"
03-04,002413,"1200手的大托单挂了2秒钟
","
九胜一平
"
03-04,002413,"强势啊!常发很强势!
","
想哭就哭
"
03-04,002413,"千金难买牛回头,爆涨在眼前!!!
","
EterNaL_Baye
"
03-04,002413,"今天有望大涨,满仓操作
","
私念的距离
"
03-03,002413,"我怎么看不懂发哥呢。
","
人称牛兄
"
03-03,002413,"明天看表演,三天可解套
","
撸有益身心健
"
04-08,002413,"散户冒着主力炮火前进(主力抛、散户买)
","
泰苦
"
04-03,002413,"进货,002413既然主力给低吸的机会,为什么不加仓呢?
","
yesJaychou
"
04-02,002413,"干热岩勘查获重大突破地热概念股迎布局良机
","
瑟露斯
"
11-29,002933,上飞装备收到科创板拟申报企业报名表 第一时间申报,"
财友iaytdelx
"
11-14,002933,莫非是传说中的盘中洗盘？尾盘难道还会有惊喜？？？,"
依烨伟
"
11-14,002933,47以上出了部分，这货还会下来。,"
财友gaifrhrk
"
11-13,002933,本尊已经承诺进场时的话了。若抛售此股时。会先公告价位和拉升股价先让小散户们走的。九尾天师执位（示）,"
财友fzhwkucs
"
11-13,002933,45元附近今天是最后买入机会,"
财友iwcoyutd
"
11-13,002933,此股今天收盘红八点左右,"
DaleFox
"
11-13,002933,大家勿冲动。等待中。再来减。,"
linux_open_l
"
03-03,002413,"茫茫股海
","
我不是猎手
"
03-03,002413,"有劲,卖盘来了!
","
米兰小罗
"
03-03,002413,"公司并购常州金钢科技网络有限公司
","
夏天的小文
"
03-03,002413,"烟台冰轮汉钟精机地热正宗龙头老大
","
电梯任意球
"
03-01,002413,"￥￥常发(未来)去哪儿?
","
碧咸控
"
02-28,002413,"怎么看怎么是出货行情,为什么。
","
璇静之声
"
02-28,002413,"12年6月至13年3月巨量交易套牢盘如何处理。
","
WNGCwwe
"
02-28,002413,"问问明白人,12年6月至13年3月8元至10.5元的套牢巨盘如何化解。
","
黑瓦黄墙
"
11-12,002933,三百六六万,"
TabRhys
"
11-11,002933,我这样选择过这周。你们呢,"
漆雕访天
"
11-10,002933,大家可以对比一下,"
财友洁静
"
11-09,002933,看样子下周继续停发新股，,"
财友yhwuqgzo
"
11-09,002933,不服？来战,"
财友pdzifiqz
"
11-06,002933,上星期五49.37卖了，昨天早上还后悔卖早了，现在跌到44我都不想要，明后天,"
文工团
"
11-06,002933,机会难得,"
种含巧
"
02-28,002413,"000019、200019A、B股互动;关注大哥动作
","
猎豹股林
"
02-28,002413,"买一405的托单,好好托着。
","
吉普2009
"
02-28,002413,"常发有止跌迹象,现在人人悲观,地步不远啦
","
小曦帅帅仔
"
02-27,002413,"常发股份:2013年度业绩快报
","
尛偼葃
"
11-05,002933,准确地说此股第一次涨停板在这周。因为大盘动荡不安。只有靠拉ST和次新股板块了你们信吗,"
王向明
"
11-05,002933,好不容易停一下IPO，却来一个创业板！,"
财友eyzhzhuu
"
11-04,002933,11月6日至11日珠海航空展。军工航天人工智能概念股新兴装备或许开启连涨模式。,"
岩居之士
"
11-03,002933,近端次新里面，只有这票科技含量较高，还有一个就是天奥电子，但业绩平平，,"
财友gudvlljb
"
11-03,002933,停发新股，装备下周会涨停吗？,"
财友ahontdjr
"
10-29,002933,45.49买入,"
ShirleyHemin
"
10-29,002933,明天不给上车机会了哈,"
财友莎莎
"
10-29,002933,最后低吸傻瓜买点44.62 今日起预告涨停,"
晏平彤
"
10-27,002933,昨天清了2000股，,"
财友qzpcltsl
"
10-27,002933,缺口带上影昨已出下周一补上跳缺口时再进,"
JosephSandy
"
10-17,002933,这两个十字星什么意思,"
养怡嘉
"
10-17,002933,这新兴庄没实力，天天做T除非来新的柚子，明天说不好又一个低开,"
财友qxvxywgt
"
10-17,002933,次新行情来了，今天冲板,"
财友iiocwaad
"
10-16,002933,A为人民币服务，,"
财友夏烟
"
10-16,002933,68的本，跌倒今天真的不知道如何是好了,"
财友熙星
"
10-16,002933,昨天喊涨停的那吊毛呢？,"
冒功邀赏
"
10-16,002933,卖出了，88,"
果寄蕾
"
09-26,002933,今日进的很悬啊，,"
财友xohhxjbc
"
09-26,002933,1400手，600手的托单来了,"
章吉饮
"
09-19,002933,大家看看原来的次新科沃斯吧，历史会不会惊人的相似呢,"
财友xpdbmvvo
"
09-19,002933,这么好题材，为啥甘心做长城的跟风狗？,"
曹元容
"
09-19,002933,大盘上涨2个点，此股可以勉强翻红,"
银绞丝
"
09-18,002933,好好的一支股票被拉萨狗给带坏了，看龙虎榜低位买进，高位卖出真恶心,"
武傲冬
"
09-18,002933,马上满仓 赚钱板上钉钉,"
委孟夏
"
09-17,002933,靠，忘记明天九一八了！！！？,"
财友兴邦
"
09-17,002933,竞猜收盘价64.88,"
股市雅琴
"
09-17,002933,精华！新兴装备周一周二周三已揭晓，跟上把握高点，错过盈利机会后悔一辈子tgrfds,"
股市伟彦
"
09-17,002933,中铝国际反弹了，新兴装备跟上，反弹需要大的量能。,"
无所求.没什
"
09-16,002933,周一跌停建个仓，周二50 全仓,"
戊文漪
"
09-16,002933,周一低开6个点以上，盘中触碰跌停，这里今天唱多幻想的又哑巴了,"
茂莉莉
"
09-16,002933,周末新闻重磅无疑是台湾间谍案，以色列空袭叙利亚，台风山竹。,"
满肚皮
"
09-15,002933,新兴装备不是军工茅台吗？怎么这个走势,"
婕晨
"
09-15,002933,我等破发，不是没可能！,"
荀小瑜
"
09-14,002933,"先发个帖占个席位：具备妖股坯子,还需运气配合,一步一步来,都别急！","
IsidoreAusti
"
09-14,002933,天天吃面，能不能给我换个口味咯,"
财友依然
"
09-14,002933,空方要没子弹啦,"
南门幼菱
"
09-14,002933,成功抄板，成功抄板，成功抄板，成功抄板，,"
淦谷槐
"
09-13,002933,明天看你的了。,"
杭歌阑
"
09-13,002933,看走势，明天要暴跌了,"
ElaineBellam
"
09-13,002933,盘子还是太大！拉着费劲。,"
分燠嘘寒
"
09-13,002933,老韭菜也有冲动的时候！,"
EnochBrowne
"
09-13,002933,中国将装备三千架新型直升机: 未来打仗就是武直围着发射导弹,"
要做淑女
"
09-11,002933,虽然开板早，,"
DunnFerdinan
"
09-11,002933,“盘中惊人消息”新兴装备庄家内幕泄露，,"
寒辰君
"
03-19,600391,持有就坚定信心，短期波动不改长期向上趋势。,"
JaneBecky
"
03-18,600391,我相信此股年内可以到四十,"
蛮从菡
"
03-18,600391,托单不涨，快跑,"
功小雯
"
03-18,600391,最近 我坚持啥的就啥跌 抛弃了立马升么？,"
财友cniijcxp
"
01-08,600391,昨天卖出的又买回来赚了三点多,"
财友rqrnorjm
"
01-08,600391,今天还能到13.35吗？,"
乐正冰彦
"
01-07,600391,羊老师说要注入要注入,"
财友tmomyszb
"
01-07,600391,1、明天高开涨停，不解释，最小市值5G龙头沃特股份002886。,"
霜惜文
"
01-07,600391,出了来买了你，看好你,"
党晓畅
"
10-19,600391,举报老鼠仓,"
财友ubtnofkd
"
10-19,600391,垃圾,"
浦觅露
"
10-12,600391,前面有说43的，我就从来不说话。,"
牟宏大
"
09-04,600391,航发科技：新闻歼—20装备国产航空发动机完成试飞！,"
寻醉柳
"
07-26,600391,我要看看航发科技和海特高新谁先成为四川的百元股,"
财友飞烟
"
07-24,600391,还有站在45的兄弟们吗,"
短刀侠客
"
07-24,600391,军力强则国强！,"
财友tnswmlyk
"
06-06,600391,建议给股东们送一张免费门票,"
股市凌春
"
05-28,600391,亏损王,"
旧爱必厌
"
05-28,600391,一波龙头倒下，谁将领军下一个龙头，附周一操作机会！,"
她的二三事
"
05-14,600391,中航工业第一拖拉机生产商,"
登振凯
"
05-14,600391,这帮砸中天天压盘,"
财友pxtzcogt
"
05-14,600391,感谢主力，加仓百分之二,"
示明明
"
04-18,600391,再怎么亏大家也不要慌，,"
苍忆丹
"
04-18,600391,航发今天开盘直接封死涨停而且是连续三个为什呢看下边,"
我是个笑话。
"
04-11,600391,还会再继续上涨吗？,"
财友kbsgbuci
"
04-11,600391,午后会有一波杀跌 要出的赶紧了,"
双海之
"
04-11,600391,对航发有幻想的 买点动力吧 良心话 有缘人可见,"
饶尔柳
"
04-10,600391,指数大涨50点 航发硬是装作没看见,"
泰极生否
"
04-10,600391,给我点赞的，你们手机股票都会涨翻倍，看到的想不想翻倍,"
DinahStone
"
04-09,600391,有点量了 可惜是流出的,"
ArleneField
"
04-09,600391,美国当年对日本301调查什么涨最多?自已去查下。,"
HumphreyBeth
"
04-04,600391,早盘板上价出了15补的一万股,"
股市秀洁
"
04-04,600391,打心骨有一颗等屎的心,"
索学民
"
03-26,600391,过了18.6才有希望,"
海忆枫
"
03-23,600391,航发你属啥的?还有谁比你更垃圾吗？今日走势足以说明航发三鬼是彻头彻尾飞机和军工板块的搅屎棍,"
水丝娜
"
03-23,600391,13 看好你就像年前看好你到15一样 只会提前不会延迟 加油 亏死嘴贱的孙子,"
fajsjumzeq
"
03-22,600391,等下就会下来 老套路,"
财友qszqpumn
"
03-22,600391,呵呵了 又是开心的一天,"
黑狐无风
"
03-21,600391,很多股票反复冲高诱多，有做头迹象，要小心了，本股是不是呢？,"
卿孟夏
"
03-21,600391,20是顶 放马过来,"
珠窗网户
"
03-21,600391,下来,"
财友静枫
"
03-16,600391,今天的板块和三兄弟好像没啥关系啊 任性,"
击搏挽裂
"
03-16,600391,这个股票下午要涨停啊！,"
财友cyvirfcp
"
03-16,600391,看来还要盘整几天,"
SallyGibbon
"
03-02,600391,畜牲说的太对了 从80到17涨了这么多 你是应该很高兴了 而且畜牲的逻辑今天也是涨的,"
吐~~
"
03-01,600391,大国重器之发动中国 厉害了我的国,"
财友wmzejlwn
"
07-03,600391,【通知】买入华新水泥600801，目标价17元！！！,"
浙江股友
"
06-04,600391,友情提示，炎热夏日，须防中暑。3分饥寒，10分健康。生的伟大，死的光荣。硬的道理，赢的要硬。机会极少，操的底就好。大盘爆发。日月循环，周而复始；牛熊交替，脚踏实地。敇封刘胡兰为海神。急急如律。漫漫深渊,"
广东股友
"
06-04,600391,日日快乐，时时安康。,"
广东股友
"
06-04,600391,"生的伟大，死的光荣。 硬的道理，赢的要硬。 机会极少，操的底就好。大盘爆发。 日月循环，周而复始； 牛熊交替，脚踏实地。
敇封刘胡兰为海神。急急如律。 漫漫深渊律，94点时的。 暴跌律。 神奇股道。","
广东股友
"
06-04,600391,"今日可卖，明日可买。

一阳一阴之谓道。","
广东股友
"
06-04,600391,"发动机行业重大重组,军工重拳造就巨无霸!
","
九胜一平
"
05-10,600391,"遵循价值投资,二线白酒涨价","
火星股友
"
04-08,600391,反弹中重点关注个股（附股）。,"
江苏股友
"
07-14,600391,从今日走势看未来大盘运行,"
北京股友
"
07-14,600391,"提示:大盘量能不足制约大盘继续上涨,未来或有阶段性调整.","
北京股友
"
12-17,600391,美联储宣布加息25个基点尘埃落定,"
北京股友
"
08-01,600391,"打造国际自由贸易区概念股会飞天?
","
xil1999
"
06-11,600391,小散们，千万不要追高啦,"
wxh0107
"
05-07,600391,【竹林谈股】隐形战机发动机生产平台成发科技(6),"
及时治疗
"
03-27,600391,"解放军发布禁航通告将在东海实弹射击
","
阿狸看花开陌
"
02-09,600391,"有微*信的快加DR600052这人真厉害,我学了他几天方法,总收入58个点!
","
天黑了回家
"
12-29,600391,"第一次玩,还不知道,还望大家指点指点哦
","
闭上眼的金鱼
"
12-28,600391,军工行业将迎来业绩和估值的双重提升,"
wxh0107
"
12-17,600391,"成发科技,,接下来走势将去向何方
","
情思细语
"
12-15,600391,保监会陈文辉：准备对险资进入PE等出台政策,"
北京股友
"
12-13,600391,"2014年政府还给企业退休人员涨工资.2014年大幅上调企业退休人员养老金100%左右,2014年我
","
舞动奇迹3
"
12-12,600391,成发跌了这么多，即使现在反抽涨停，心情都,"
江西股友
"
12-09,600391,今日最值得大举买入的高送转潜力品种,"
北京股友
"
12-04,600391,"10月投资主题热点
","
这个片子
"
11-28,600391,天量天价动力源于金融股,"
yc价值投资者
"
11-28,600391,20万账户翻倍计划继续跟进，利润四倍诞生!,"
zz1325
"
11-28,600391,雅戈尔：参股金融股中佼佼者,"
yc价值投资者
"
11-28,600391,再论 旧话重提,"
wxh0107
"
11-27,600391,成发科技进入第二阶段上升期。,"
wxh0107
"
11-27,600391,抓牢轮番大涨的金融股不松手,"
yc价值投资者
"
11-27,600391,中国兵器工业集团资产证券化提速，成发科技呢？,"
wxh0107
"
11-27,600391,林左鸣：军工改革重点在做上市 做现代企业制度,"
wxh0107
"
11-25,600391,"航空发动机公司有望成立
","
欣童妹妹
"
11-22,600391,"今开盘价预测:23.8
","
向未来亮剑
"
11-16,600391,"成发科技:三大消息强势来袭,接下来必将有新的一波爆发行情
","
北上北上北上
"
11-11,600391,"长与不长,要看庄家的意思
","
天野美纱绪
"
11-09,600391,"核查的怎么样了?星期一复牌吗?
","
跟着狼王
"
11-09,600391,"搞短线的。停牌伤不起啊!
","
圈内人1983
"
11-09,600391,"绵阳上海南宁广州北京长沙深圳武汉多家机构抱团做八菱科技的正和游戏!
","
小心翼翼牵手
"
11-06,600391,"我今天21.90卖出,明天肯定有比21.90低的机会买进
","
结束的太晚
"
11-01,600391,"近期走势扑朔迷离,想更好的把握此股,可以连系__江句员_
","
青春的快意
"
10-27,600391,"对成发科技、成飞集成、南通科技的看法windrain888888
","
美人痛zc
"
10-26,600391,"下周二大盘一杆子红旗呼啦啦飘
","
夏天的小文
"
10-26,600391,"暴跌空间已打开600391本周还有2个跌停,13元见。
","
变身中的猪
"
10-26,600391,关注成发科技优质资产注入的预期,"
wxh0107
"
10-26,600391,"成发科技:刚又爆出重大消息,给出下面关键的走势操作!
","
法国俘虏
"
10-25,600391,"20万手封单抽掉了,跳水将展开,试目以待!
","
缄口结舌呆
"
10-25,600391,"下周三大盘涨1成发你是哭还是笑?
","
草民买股
"
10-25,600391,"成发科技近期如何发展?
","
扬子江2011
"
10-25,600391,"请打董秘电话028-89358615问原因
","
北京少奶奶
"
10-25,600391,"外媒:中国房价到顶10年后房子或最便宜27日14:15(炒房改投价值股)
","
东东熊
"
10-25,600391,"航空发动机望有重大突破产业链迎革命
","
很委屈
"
10-25,600391,"难道是重大科技专项要公布了?
","
小高杨
"
10-24,600391,"我国航空发动机一直是大国之痛。10月15号就已经全仓进入了,股票涨分享航空发动机
","
提前暴露
"
10-24,600391,"主力太缺德大单封涨停最后还撤单了
","
一百八十度大
"
10-24,600391,"强大的心脏,成发科技
","
引领暴跌
"
10-24,600391,"成发科技:刚爆出重大消息,给出下面关键的走势操作!
","
爱亦无颜
"
10-24,600391,"成发科技:主胜浪还需具备以下四点
","
不违反公认原
"
10-24,600391,"成发科技,未来走向
","
河西风雨
"
10-22,600391,"再现军队企业
","
帝花女
"
10-22,600391,"暂守30均线,短线控制轻仓
","
染指留恋悲伤
"
10-22,600391,"午间点评:机会不多。
","
黑暗的右眼
"
10-22,600391,"【战舰午评】无量窄幅震荡或延续
","
当红小生
"
10-22,600391,"600316,下午必然涨停,因为我买入了
","
另一种可能性
"
10-22,600391,"哈哈哈,成发科技庄家诱多,封涨停出逃,小散就等着下午跌停吧!23元,我来了!
","
嫣然飞翔
"
10-22,600391,"决战时刻即将来临
","
mo05gang1
"
10-22,600391,"R该股入77750散户天堂,做T高手帬验:08
","
junjun826
"
10-22,600391,"草撤单了要开板
","
极为活跃
"
10-22,600391,"发动机
","
很辛苦
"
10-22,600391,"J该股入77750散户天堂,做T高手验:08
","
叫我兔兔
"
10-22,600391,"机会来了,你准备好没有?晚了就只有望洋兴叹。
","
水神奈落
"
10-22,600391,"巨牛而不光讲故事的达安基因
","
大军进大山
"
10-22,600391,"600391已有确切暗号,明天将继续拉板板
","
mo05gang11
"
10-22,600391,"成发科技,接下来的走势
","
路过一对天使
"
10-22,600391,"600391!!热情奔放,来来啦
","
新月张开一片
"
10-22,600391,"W教你精选小盘牛股的技巧+輑581669
","
沈阳老李
"
10-22,600391,"3个万手大买单
","
协助剿
"
10-22,600391,"600391已有确切暗号,明天将继续拉涨停
","
lindaqaz
"
10-22,600391,"成发科技市盈极高,泡沫很大,不跌到23元二次探底,不足以平民愤
","
根据规划
"
10-22,600391,"成发科技水平高
","
相信还是被相
"
10-22,600391,"成发科技:反转已经开始调整就是入场机会!!
","
经常丢车
"
10-22,600391,"600391超高市盈率绩差垃圾股,只有狂跌一条路!
","
唐小乐
"
10-22,600391,"盘面看,600100同方股份近期的走势明显强于大盘,盘面看新多资金正加紧布局、入
","
棋落无声
"
10-22,600391,"超级牛散:赵建平携手赵吉,强势进驻或与借壳有关!
","
陈明仁君
"
10-22,600391,"明天要停牌了,所以今天爆涨。
","
城户沙加
"
10-22,600391,"600391!!三大信号透漏消息,暗示今天走势操作、
","
望海楼上
"
10-22,600391,"会打开的放心
","
俺跟你拼命
"
10-22,600391,"赶紧追洪都航空,这个才是龙头
","
zcmnjoy
"
10-22,600391,"短期、航天军工行业关注点7:
","
林黛玉和薛宝
"
10-22,600391,"为什么涨停了???
","
nowitzki327
"
10-22,600391,"600391,明天开盘即涨停,有喜事,毫无疑问!
","
毒辣辣的大太
"
10-22,600391,"为何会涨停?什么原因?求解释
","
神炭窝窝头
"
10-22,600391,"不得了,将有连续十一个涨停板快抢。
","
dengxiadd
"
10-22,600391,"下跌中反弹25.00清仓
","
恋恋蝶花
"
10-22,600391,"笑待30元
","
闹了情绪
"
10-21,600391,"涨幅这么大,巿盈率这么高,20以上都会被套!
","
孔大论语
"
10-21,600391,"有薇w信的快点添加Cekug8这人很厉害,学她几天方法,收入54个点!
","
尽人情听天意
"
10-21,600391,"600391最后逃命机会,21号开始上演惊天大跳水。
","
无极在线
"
10-21,600391,"主力自娱自乐,真没意思
","
Y死神X
"
10-21,600391,"股吧庄托太多,不是散户呆的地方
","
灰兔子2011
"
10-21,600391,"1982手压盘很好,主力回家睡主力妹,厉害
","
落日七号
"
10-21,600391,"我决定,下午涨停,特大利好不说。
","
灵感奇袭
"
10-21,600391,"“关注航空发动机发展规划”
","
黑妹啊
"
10-21,600391,"等待爆发,择机介入
","
奕宇吟春
"
10-21,600391,"想
","
向未来亮剑
"
10-21,600391,"26.87元铁顶确立600391反弹结束,周二跌停无悬念!
","
奕宇吟春
"
10-21,600391,"25元.胜利大逃亡.谢了庄
","
小高杨
"
10-21,600391,"三个月后看成发
","
最后的红烧肉
"
10-20,600391,"如果周二成发上26,小女子愿为二流子服务。
","
不停看电影
"
10-20,600391,"近期关注成发科技,四维图新,大立科技,中海科技,远光软件
","
金鹰股票
"
10-20,600391,"背离股,平台调整了,浪费行情
","
97年的芒果粉
"
10-20,600391,"轮到长春一东牛了,别的一边呆去
","
百万或是梦
"
10-15,600391,"雕哥能滚开成发科技吗?好股都让你唱衰了,就是托一个,自己算算搞垮几个股了
","
误入翔途
"
10-20,600391,"周三大盘红旗飘飘成发
","
97年的芒果粉
"
10-20,600391,"中央开会利好成发
","
生活像白开水
"
10-20,600391,"明日大盘红旗飘飘,成发
","
抗跌品种
"
10-20,600391,"“成发科技的重组预期或比较明确,重组前后或10转送10以上”
","
湖南高个
"
10-20,600391,"北方导航停牌了,大家拿稳3个月!停牌重组,最少10个板!
","
水晶芒果
"
10-20,600391,"还是军工股稳当,跌了也不怕,小涨小涨的马上就要收复河山了嘿嘿
","
冯云海大师
"
10-20,600391,"“有可能整合注入成发科技的飞机零配件资产”
","
至尊韦恩
"
10-19,600391,"下周一股市飘红盘
","
川菜芽
"
10-19,600391,"股吧怪象:都喜欢唱空的言论
","
九万庄
"
10-18,600391,"成发科技重大利好消息!!
","
狂炒股
"
10-18,600391,"成发科技主力动态已经明朗
","
泪别了从前
"
10-18,600391,"调整结束拉升开始下周有望创新高~
","
假装被等待
"
10-15,600391,"上证指数今日大涨20点成发力争不落后
","
弹指乾坤绝
"
10-15,600391,"微~~新:yL660009高手分析得好本月我赚38个点
","
第一人称99
"
10-15,600391,"今天不跑,明天还能在此高位跑吗?泡沬高不高呀!马上要站岗
","
没有改善
"
10-15,600391,"这样的股票只有高送转后才能搞资产注入
","
军都赵子龙
"
10-15,600391,"熊市走了,牛市远吗?
","
农民百姓
"
10-15,600391,"“或成为航空军工首只100元股”
","
庞贝21世
"
10-14,600391,"业绩大幅下降,大跌将至
","
重回拾柒岁
"
10-14,600391,"大家没发现,庄家在出货吗?我撤了,怕怕
","
一项重要行动
"
10-18,600391,"把握两大关键点,锁定最高利润!
","
MAX70Alex
"
10-18,600391,"千万不要买了高位危险了
","
头发有点枯
"
10-18,600391,"成发科技不可错过的走向分析。
","
出色2009
"
10-18,600391,"成发科技散户的来:(844204)看后市
","
还珠五阿哥
"
10-18,600391,"央行或将向多家股份制银行注入4000亿资金
","
那缕月光
"
10-18,600391,"周一可能会重复14号行情,请大家做好逢高出货的准备。13号像昨天一样突然涌进不少
","
五帝座一
"
10-18,600391,"小心,小心。
","
强强对决
"
10-18,600391,"庄托集体出现,看来机构要出货了!很多股票都是这样,散户谨慎!
","
最后的红烧肉
"
10-17,600391,"下周初股市上涨成发也长
","
我爱金条
"
10-17,600391,"横盘之后破位洗盘……主力惯用手法!可参考成发科技中航动控……横盘这
","
树荫下的猫咪
"
10-17,600391,"成发我为你歌唱
","
玉米味布丁19
"
10-17,600391,"哎,说实话被封贴,嘛意思,想让大家一起赚钱都tm不行…
","
米德不是猪
"
10-14,600391,"禾嘉股份融资48亿进军大宗电子商务!准备抄底买入!
","
没有了太上皇
"
10-14,600391,"成发科技融资融券信息(10-13)
","
老檀主
"
10-14,600391,"两天的走势在正如我想的走势上下两个点正理,接下来星期一必须拉阳小阳也无访,只要阳
","
传闻爆料
"
10-14,600391,"强者恒强,成发科技复牌后四个交易日坚决上涨1分!
","
青春的快意
"
10-13,600391,"成发科技,明白这2点,满仓必赚!!
","
长时间的大牛
"
10-13,600391,"庄家走势关键看三点,其实很明白了。不要冲动啊
","
征服就是爱
"
10-12,600391,"成发科技后面的表现可能会比我们预想的要好
","
双冰争艳
"
10-12,600391,"浅谈成发科技短线操盘思路
","
香甜橙
"
10-17,600391,"st30030微_信告知你后市把控卖卖
","
邪月之罪
"
10-17,600391,"庄在自己玩么?好开心
","
毫子财经
"
10-17,600391,"炒股三招让你明白一个道理
","
老檀主
"
10-17,600391,"有谁成本比我高?25.8[哭][哭][哭][哭][哭]
","
阳光灿烂的日
"
10-17,600391,"今天动手术了
","
昨日云端
"
